Customer_ID,Customer_Name,Segment,Customer_Total_Sales,Customer_Order_Count,First_Purchase,Last_Purchase,Customer_Lifetime_Days,Customer_Tier
RF-19345,Randy Ferguson,Corporate,3309.15,8,2015-05-20,2017-12-05,930,Gold
WB-21850,William Brown,Consumer,6129.71,10,2015-11-04,2018-12-10,1132,Platinum
TB-21625,Trudy Brown,Consumer,2797.668,9,2015-08-06,2018-11-30,1212,Gold
AF-10870,Art Ferguson,Consumer,2052.908,7,2016-12-06,2018-11-19,713,Silver
RB-19435,Richard Bierner,Consumer,1864.156,7,2015-03-11,2018-11-19,1349,Silver
KF-16285,Karen Ferguson,Home Office,10604.266,7,2015-09-26,2018-09-24,1094,Platinum
JH-15820,John Huston,Consumer,528.91,6,2015-05-19,2018-07-09,1147,Bronze
IL-15100,Ivan Liston,Consumer,5040.736,7,2015-08-01,2018-08-10,1105,Platinum
PB-18805,Patrick Bzostek,Home Office,740.356,3,2016-11-20,2018-12-05,745,Bronze
RH-19600,Rob Haberlin,Consumer,2085.7400000000002,3,2016-07-02,2017-07-14,377,Silver
AW-10930,Arthur Wiediger,Home Office,2852.968,7,2015-07-14,2018-11-14,1219,Gold
ML-17410,Maris LaWare,Consumer,2885.26,5,2015-11-14,2018-11-06,1088,Gold
DB-13555,Dorothy Badders,Corporate,3908.8028,7,2015-04-21,2018-09-14,1242,Platinum
MH-17620,Matt Hagelstein,Corporate,1252.8,4,2016-12-05,2018-07-28,600,Silver
DK-13375,Dennis Kane,Consumer,3318.486,8,2015-09-07,2018-12-11,1191,Gold
BT-11440,Bobby Trafton,Consumer,603.876,4,2015-06-04,2017-06-18,745,Bronze
DB-13405,Denny Blanton,Consumer,1711.692,4,2016-08-08,2018-06-26,687,Silver
TG-21310,Toby Gnade,Consumer,3058.372,5,2016-03-09,2018-01-27,689,Gold
BF-11005,Barry Franz,Home Office,1333.88,4,2015-09-25,2018-11-21,1153,Silver
JM-16195,Justin MacKendrick,Consumer,2833.9260000000004,10,2015-04-30,2018-11-03,1283,Gold
MZ-17335,Maria Zettner,Home Office,593.606,4,2016-11-08,2018-11-30,752,Bronze
MW-18220,Mitch Webber,Consumer,5341.900000000001,7,2015-08-25,2018-12-13,1206,Platinum
MV-17485,Mark Van Huff,Consumer,1560.05,9,2015-01-20,2018-12-03,1413,Silver
SM-20320,Sean Miller,Home Office,25043.05,5,2015-03-18,2018-10-12,1304,Platinum
TP-21415,Tom Prescott,Consumer,5329.0048,5,2016-11-28,2018-09-17,658,Platinum
JK-15625,Jim Karlsson,Consumer,3760.028,7,2015-05-31,2018-10-30,1248,Platinum
PJ-18835,Patrick Jones,Corporate,1220.09,8,2015-05-28,2018-11-21,1273,Silver
RS-19420,Ricardo Sperren,Corporate,3221.29,5,2015-08-05,2018-10-15,1167,Gold
SV-20935,Susan Vittorini,Consumer,1903.491,8,2017-03-19,2018-12-28,649,Silver
BC-11125,Becky Castell,Home Office,2933.676,9,2015-07-06,2018-06-11,1071,Gold
EM-13825,Elizabeth Moffitt,Corporate,2339.598,8,2015-12-02,2018-11-05,1069,Gold
BM-11575,Brendan Murry,Corporate,808.162,6,2016-09-15,2018-09-21,736,Bronze
KN-16705,Kristina Nunn,Home Office,2003.01,7,2015-03-02,2018-09-23,1301,Silver
KW-16570,Kelly Williams,Consumer,449.096,4,2015-09-30,2016-11-20,417,Bronze
SC-20260,Scott Cohen,Corporate,3729.7929999999997,8,2015-04-06,2018-06-26,1177,Platinum
CV-12295,Christina VanderZanden,Consumer,2830.6279999999997,5,2015-03-28,2018-04-20,1119,Gold
SG-20605,Speros Goranitis,Consumer,3118.892,5,2015-11-03,2018-09-13,1045,Gold
TM-21010,Tamara Manning,Consumer,2819.026,7,2015-02-21,2018-09-18,1305,Gold
EM-13810,Eleni McCrary,Corporate,2567.0099999999998,5,2016-06-07,2018-08-20,804,Gold
ML-18040,Michelle Lonsdale,Corporate,742.082,3,2018-03-26,2018-10-12,200,Bronze
CR-12580,Clay Rozendal,Home Office,2148.852,4,2017-04-18,2018-11-03,564,Silver
AZ-10750,Annie Zypern,Consumer,1622.0179999999998,6,2015-03-17,2018-07-23,1224,Silver
PW-19240,Pierre Wener,Consumer,3922.4150000000004,7,2015-11-18,2017-09-22,674,Platinum
SC-20380,Shahid Collister,Consumer,5992.536,9,2015-03-01,2018-11-30,1370,Platinum
CM-11935,Carlos Meador,Consumer,565.392,2,2016-09-24,2017-01-22,120,Bronze
GM-14695,Greg Maxwell,Corporate,6049.966,3,2015-04-05,2018-09-04,1248,Platinum
TB-21250,Tim Brockman,Consumer,1602.376,7,2015-12-08,2018-01-15,769,Silver
JM-15865,John Murray,Consumer,7625.076000000001,7,2015-11-19,2018-09-12,1028,Platinum
SC-20575,Sonia Cooley,Consumer,799.798,4,2015-06-16,2018-09-29,1201,Bronze
LS-17200,Luke Schmidt,Corporate,1010.2560000000001,6,2015-10-18,2018-09-25,1073,Bronze
RR-19315,Ralph Ritter,Consumer,615.932,2,2017-11-14,2018-12-11,392,Bronze
DB-12910,Daniel Byrd,Home Office,2171.599,8,2015-10-24,2018-12-09,1142,Silver
TT-21220,Thomas Thornton,Consumer,1427.0439999999999,8,2015-09-23,2018-06-30,1011,Silver
LO-17170,Lori Olson,Corporate,644.35,5,2016-02-06,2018-12-28,1056,Bronze
KD-16615,Ken Dana,Corporate,907.158,4,2017-04-30,2018-03-16,320,Bronze
NB-18580,Nicole Brennan,Corporate,273.87199999999996,2,2015-09-26,2015-10-22,26,Bronze
BD-11635,Brian Derr,Consumer,582.646,3,2015-10-05,2018-12-21,1173,Bronze
CM-12235,Chris McAfee,Consumer,2305.712,5,2017-05-01,2017-12-10,223,Gold
EN-13780,Edward Nazzal,Consumer,2199.366,4,2016-05-30,2018-03-18,657,Silver
KN-16450,Kean Nguyen,Corporate,2171.962,5,2015-04-12,2018-11-08,1306,Silver
BO-11350,Bill Overfelt,Corporate,2682.728,5,2017-01-03,2018-08-15,589,Gold
AG-10300,Aleksandra Gannaway,Corporate,367.548,4,2015-04-26,2018-09-03,1226,Bronze
MC-17635,Matthew Clasen,Corporate,795.154,4,2015-11-28,2018-06-24,939,Bronze
TA-21385,Tom Ashbrook,Home Office,14595.62,4,2015-09-12,2018-10-22,1136,Platinum
JF-15295,Jason Fortune-,Consumer,955.124,5,2015-03-14,2018-05-19,1162,Bronze
TT-21265,Tim Taslimi,Corporate,439.5,3,2016-08-15,2017-11-19,461,Bronze
SB-20170,Sarah Bern,Consumer,1348.02,3,2015-06-06,2018-06-12,1102,Silver
CL-12700,Craig Leslie,Home Office,2335.586,4,2017-04-24,2018-04-14,355,Gold
HG-15025,Hunter Glantz,Consumer,3690.284,7,2015-10-14,2018-12-24,1167,Platinum
NL-18310,Nancy Lomonaco,Home Office,1418.0900000000001,4,2015-10-31,2018-11-02,1098,Silver
RR-19525,Rick Reed,Corporate,3302.2619999999997,6,2015-09-09,2018-07-13,1038,Gold
TC-21295,Toby Carlisle,Consumer,4266.812,8,2015-10-14,2018-12-03,1146,Platinum
SV-20785,Stewart Visinsky,Consumer,3390.105,8,2015-04-12,2018-02-13,1038,Gold
BE-11410,Bobby Elias,Consumer,2261.438,5,2017-02-07,2018-09-23,593,Gold
SC-20680,Steve Carroll,Home Office,1254.64,6,2015-11-21,2018-08-26,1009,Silver
DF-13135,David Flashing,Consumer,2390.534,3,2015-10-04,2017-01-30,484,Gold
FH-14350,Fred Harton,Consumer,2271.284,4,2016-08-23,2018-06-01,647,Gold
MS-17530,MaryBeth Skach,Consumer,475.65599999999995,4,2015-11-04,2017-10-22,718,Bronze
RH-19555,Ritsa Hightower,Consumer,740.382,2,2016-12-04,2017-07-29,237,Bronze
GA-14515,George Ashbrook,Consumer,3797.2320000000004,5,2016-04-17,2018-08-03,838,Platinum
JP-16135,Julie Prescott,Home Office,1707.71,9,2015-09-23,2018-09-19,1092,Silver
Dp-13240,Dean percer,Home Office,7198.7609999999995,11,2015-05-26,2018-10-07,1230,Platinum
MO-17950,Michael Oakman,Consumer,154.288,2,2016-04-02,2018-07-03,822,Bronze
DL-13330,Denise Leinenbach,Consumer,585.02,4,2015-06-23,2018-11-03,1229,Bronze
MH-18025,Michelle Huthwaite,Consumer,2984.948,5,2015-07-08,2018-11-11,1222,Gold
DR-12940,Daniel Raglin,Home Office,8350.868,8,2015-03-28,2018-11-10,1323,Platinum
DM-13015,Darrin Martin,Consumer,6345.103,7,2015-09-14,2018-11-03,1146,Platinum
CA-11965,Carol Adams,Corporate,3789.7228,6,2015-01-26,2018-09-25,1338,Platinum
AC-10660,Anna Chung,Consumer,657.316,5,2015-10-15,2018-03-23,890,Bronze
DM-13345,Denise Monton,Corporate,4074.4719999999998,8,2015-11-03,2018-12-08,1131,Platinum
VF-21715,Vicky Freymann,Home Office,847.944,5,2015-03-01,2018-12-17,1387,Bronze
CC-12370,Christopher Conant,Consumer,12129.072000000002,5,2017-05-23,2018-11-17,543,Platinum
BF-11275,Beth Fritzler,Corporate,791.9899999999999,3,2015-03-22,2018-11-03,1322,Bronze
HG-14845,Harry Greene,Consumer,785.628,5,2015-04-29,2018-11-06,1287,Bronze
BP-11155,Becky Pak,Consumer,1697.8609999999999,6,2016-06-04,2018-10-02,850,Silver
EM-14140,Eugene Moren,Home Office,4588.436000000001,6,2015-07-19,2018-11-12,1212,Platinum
MA-17995,Michelle Arnett,Home Office,2453.284,6,2015-09-20,2018-06-27,1011,Gold
AY-10555,Andy Yotov,Corporate,497.014,4,2015-04-06,2018-12-16,1350,Bronze
GB-14575,Giulietta Baptist,Consumer,4716.288,5,2016-06-12,2018-12-17,918,Platinum
JB-16045,Julia Barnett,Home Office,2518.115,5,2016-05-03,2018-12-23,964,Gold
MG-17875,Michael Grace,Home Office,1242.8329999999999,5,2015-02-23,2018-09-05,1290,Silver
SR-20425,Sharelle Roach,Home Office,3233.481,5,2015-06-14,2018-12-22,1287,Gold
JB-16000,Joy Bell-,Consumer,644.1188,7,2017-01-10,2018-11-17,676,Bronze
DM-12955,Dario Medina,Corporate,1322.034,7,2015-09-30,2018-09-07,1073,Silver
TC-21475,Tony Chapman,Home Office,1244.976,9,2015-11-22,2018-07-30,981,Silver
SW-20350,Sean Wendt,Home Office,1019.044,3,2017-04-09,2018-07-21,468,Bronze
RE-19450,Richard Eichhorn,Consumer,666.52,4,2016-08-15,2018-03-03,565,Bronze
BF-11215,Benjamin Farhat,Home Office,1585.162,4,2015-11-09,2018-10-26,1082,Silver
KB-16405,Katrina Bavinger,Home Office,908.821,3,2016-11-20,2018-09-04,653,Bronze
JG-15310,Jason Gross,Corporate,2240.58,6,2017-03-03,2018-12-28,665,Gold
EC-14050,Erin Creighton,Consumer,461.914,5,2015-12-17,2018-11-07,1056,Bronze
EB-14110,Eugene Barchas,Consumer,3071.126,6,2016-04-13,2018-09-08,878,Gold
JP-15460,Jennifer Patt,Corporate,1669.135,7,2015-08-24,2018-11-23,1187,Silver
CS-11845,Cari Sayre,Corporate,1278.954,5,2015-12-14,2018-09-30,1021,Silver
GH-14410,Gary Hansen,Home Office,2819.4669999999996,9,2015-07-09,2018-10-16,1195,Gold
PT-19090,Pete Takahito,Consumer,158.46,3,2015-09-12,2018-10-20,1134,Bronze
JL-15130,Jack Lebron,Consumer,1214.956,6,2015-07-18,2018-12-22,1253,Silver
AH-10030,Aaron Hawkins,Corporate,1744.7,7,2015-04-22,2018-12-18,1336,Silver
CC-12475,Cindy Chapman,Consumer,1659.438,9,2015-05-16,2018-11-21,1285,Silver
DW-13195,David Wiener,Corporate,1080.751,6,2015-01-18,2018-10-22,1373,Bronze
SJ-20215,Sarah Jordon,Consumer,1341.036,6,2016-02-09,2018-12-01,1026,Silver
BG-11740,Bruce Geld,Consumer,1006.356,6,2015-03-23,2018-11-03,1321,Bronze
LB-16795,Laurel Beltran,Home Office,4985.676,8,2015-04-23,2018-07-31,1195,Platinum
CM-11815,Candace McMahon,Corporate,1673.888,6,2015-11-14,2018-08-21,1011,Silver
EH-14185,Evan Henry,Consumer,923.884,6,2015-05-22,2018-09-16,1213,Bronze
TS-21505,Tony Sayre,Consumer,2243.274,6,2015-12-20,2018-12-19,1095,Gold
PR-18880,Patrick Ryan,Consumer,1840.178,5,2015-09-05,2018-11-24,1176,Silver
LC-17050,Liz Carlisle,Consumer,2095.064,5,2015-01-31,2018-11-06,1375,Silver
CS-12490,Cindy Schnelling,Corporate,970.1105,4,2016-01-12,2017-11-01,659,Bronze
DH-13075,Dave Hallsten,Corporate,3487.1980000000003,5,2015-11-21,2018-03-28,858,Gold
JO-15145,Jack O'Briant,Corporate,3254.949,9,2015-01-06,2018-11-03,1397,Gold
AH-10690,Anna Häberlin,Corporate,7888.294,12,2015-04-02,2017-11-15,958,Platinum
HJ-14875,Heather Jas,Home Office,358.1,5,2016-04-13,2018-08-26,865,Bronze
MH-17455,Mark Hamilton,Consumer,2146.694,7,2015-07-11,2018-07-13,1098,Silver
RD-19930,Russell D'Ascenzo,Consumer,970.9420000000001,4,2015-10-03,2018-11-18,1142,Bronze
SC-20020,Sam Craven,Consumer,3362.9636,5,2015-03-03,2016-11-10,618,Gold
SU-20665,Stephanie Ulpright,Home Office,2595.364,7,2016-12-05,2018-12-10,735,Gold
FC-14335,Fred Chung,Corporate,3889.366,7,2015-10-10,2018-06-29,993,Platinum
RB-19330,Randy Bradley,Consumer,1008.1959999999999,2,2015-11-17,2018-10-23,1071,Bronze
NC-18535,Nick Crebassa,Corporate,8241.739,7,2015-07-23,2018-12-24,1250,Platinum
DB-12970,Darren Budd,Corporate,2469.6672,4,2015-11-12,2018-05-03,903,Gold
MF-17665,Maureen Fritzler,Corporate,937.039,5,2015-12-30,2017-11-04,675,Bronze
RM-19750,Roland Murray,Consumer,98.35,1,2018-03-06,2018-03-06,0,Bronze
VM-21835,Vivian Mathis,Consumer,380.69,5,2015-03-22,2018-09-04,1262,Bronze
EJ-13720,Ed Jacobs,Consumer,2162.174,4,2015-01-27,2018-03-03,1131,Silver
NC-18415,Nathan Cano,Consumer,2218.9900000000002,6,2015-05-03,2018-11-19,1296,Gold
LS-17230,Lycoris Saunders,Consumer,368.88000000000005,3,2015-01-06,2016-11-14,678,Bronze
KE-16420,Katrina Edelman,Corporate,1453.2812000000001,7,2015-06-08,2018-12-04,1275,Silver
DH-13675,Duane Huffman,Home Office,1043.096,4,2015-08-12,2016-11-15,461,Bronze
PF-19120,Peter Fuller,Consumer,9062.864,4,2015-05-05,2016-09-17,501,Platinum
VT-21700,Valerie Takahito,Home Office,1736.596,2,2015-06-06,2016-04-05,304,Silver
MG-17695,Maureen Gnade,Consumer,1342.282,3,2015-12-26,2017-06-23,545,Silver
SP-20920,Susan Pistek,Consumer,3990.689,6,2015-11-22,2018-10-21,1064,Platinum
CS-12175,Charles Sheldon,Corporate,844.4580000000001,5,2015-08-12,2018-05-12,1004,Bronze
DK-12895,Dana Kaydos,Consumer,4282.176,5,2016-03-08,2018-11-15,982,Platinum
KM-16660,Khloe Miller,Consumer,453.538,5,2015-12-22,2018-12-15,1089,Bronze
AA-10645,Anna Andreadi,Consumer,5086.9349999999995,6,2015-06-22,2018-11-05,1232,Platinum
DD-13570,Dorothy Dickinson,Consumer,269.542,6,2015-03-31,2018-11-19,1329,Bronze
AH-10465,Amy Hunt,Consumer,2495.3916,5,2016-01-03,2018-05-14,862,Gold
TP-21565,Tracy Poddar,Corporate,1936.6399999999999,4,2016-03-01,2018-01-14,684,Silver
EK-13795,Eileen Kiefer,Home Office,1303.478,4,2015-03-18,2018-11-16,1339,Silver
CR-12820,Cyra Reiten,Home Office,1397.8724,3,2016-01-24,2018-10-06,986,Silver
SG-20890,Susan Gilcrest,Corporate,47.946,3,2015-03-30,2018-05-18,1145,Bronze
AH-10585,Angele Hood,Consumer,738.504,4,2015-10-26,2018-12-09,1140,Bronze
NF-18475,Neil Französisch,Home Office,377.16200000000003,4,2015-03-14,2017-07-23,862,Bronze
BS-11365,Bill Shonely,Corporate,10501.653,5,2015-05-04,2017-06-20,778,Platinum
SH-20635,Stefanie Holloman,Corporate,2096.392,2,2015-12-16,2016-11-26,346,Silver
RD-19720,Roger Demir,Consumer,1419.737,10,2015-07-20,2018-12-09,1238,Silver
AG-10330,Alex Grayson,Consumer,660.972,5,2017-08-03,2018-12-22,506,Bronze
GR-14560,Georgia Rosenberg,Corporate,1284.38,2,2015-11-19,2015-11-21,2,Silver
VS-21820,Vivek Sundaresam,Consumer,1055.981,4,2015-01-07,2018-05-23,1232,Bronze
TM-21490,Tony Molinari,Consumer,1094.6779999999999,3,2018-03-30,2018-08-22,145,Silver
TS-21430,Tom Stivers,Corporate,2054.14,5,2015-07-30,2018-07-11,1077,Silver
DB-13360,Dennis Bolton,Home Office,1081.466,5,2015-11-19,2018-04-10,873,Silver
NR-18550,Nick Radford,Consumer,2367.277,5,2015-06-07,2018-06-03,1092,Gold
CS-11860,Cari Schnelling,Consumer,537.632,6,2015-05-02,2018-07-21,1176,Bronze
MF-18250,Monica Federle,Corporate,1758.3,5,2015-09-15,2018-12-23,1195,Silver
LW-17125,Liz Willingham,Consumer,1259.04,3,2015-09-11,2018-06-08,1001,Silver
AR-10345,Alex Russell,Corporate,1055.694,4,2015-12-30,2018-09-10,985,Bronze
KS-16300,Karen Seio,Corporate,88.472,3,2016-01-13,2018-03-10,787,Bronze
AB-10015,Aaron Bergman,Consumer,886.156,3,2015-02-18,2017-11-10,996,Bronze
LR-17035,Lisa Ryan,Corporate,1879.306,5,2015-09-07,2018-08-20,1078,Silver
SS-20410,Shahid Shariari,Consumer,3056.8070000000002,6,2015-05-30,2018-09-11,1200,Gold
JM-15580,Jill Matthias,Consumer,303.948,5,2017-04-14,2018-12-30,625,Bronze
JK-15325,Jason Klamczynski,Corporate,383.812,3,2015-11-21,2018-03-18,848,Bronze
DM-13525,Don Miller,Corporate,1376.792,3,2015-07-05,2017-09-05,793,Silver
ML-18265,Muhammed Lee,Consumer,162.232,2,2016-05-31,2018-09-21,843,Bronze
MH-17290,Marc Harrigan,Home Office,1691.505,5,2015-04-26,2018-03-11,1050,Silver
FC-14245,Frank Carlisle,Home Office,3418.742,7,2016-06-13,2018-10-21,860,Gold
TH-21115,Thea Hudgings,Corporate,2942.772,4,2015-09-23,2018-11-02,1136,Gold
JK-16090,Juliana Krohn,Consumer,3747.668,3,2016-04-21,2018-12-02,955,Platinum
SB-20185,Sarah Brown,Consumer,6410.996,6,2015-09-20,2018-06-25,1009,Platinum
BG-11035,Barry Gonzalez,Consumer,2798.948,8,2015-11-05,2018-12-02,1123,Gold
BW-11065,Barry Weirich,Consumer,385.516,3,2015-05-25,2018-06-01,1103,Bronze
MG-18205,Mitch Gastineau,Corporate,16.739,1,2018-04-10,2018-04-10,0,Bronze
DO-13645,Doug O'Connell,Consumer,1267.316,7,2016-11-07,2018-12-04,757,Silver
BP-11050,Barry Pond,Corporate,983.42,5,2015-10-12,2018-10-08,1092,Bronze
TS-21655,Trudy Schmidt,Consumer,3368.094,5,2016-02-06,2018-05-06,820,Gold
EM-14200,Evan Minnotte,Home Office,366.822,3,2016-12-20,2018-07-25,582,Bronze
AO-10810,Anthony O'Donnell,Corporate,161.28,1,2017-08-16,2017-08-16,0,Bronze
MH-17440,Mark Haberlin,Corporate,400.016,4,2015-02-04,2017-12-19,1049,Bronze
SS-20515,Shirley Schmidt,Home Office,613.4,3,2015-07-14,2017-08-26,774,Bronze
LD-16855,Lela Donovan,Corporate,5.304,1,2017-06-26,2017-06-26,0,Bronze
VP-21760,Victoria Pisteka,Corporate,3360.526,7,2015-09-06,2018-10-16,1136,Gold
TC-21145,Theresa Coyne,Corporate,1038.26,1,2018-09-15,2018-09-15,0,Bronze
IM-15055,Ionia McGrath,Consumer,48.4,2,2015-01-23,2017-11-16,1028,Bronze
AR-10570,Anemone Ratner,Consumer,88.15,1,2017-07-14,2017-07-14,0,Bronze
CM-12715,Craig Molinari,Corporate,3984.4524,4,2015-03-07,2016-03-01,360,Platinum
FW-14395,Fred Wasserman,Corporate,79.75,3,2016-03-22,2018-01-02,651,Bronze
LC-16960,Lindsay Castell,Home Office,3246.626,4,2016-02-23,2017-10-20,605,Gold
HE-14800,Harold Engle,Corporate,755.462,3,2017-01-30,2018-12-18,687,Bronze
BD-11560,Brendan Dodson,Home Office,320.54,2,2016-05-30,2018-03-27,666,Bronze
HD-14785,Harold Dahlen,Home Office,251.36,3,2015-05-11,2016-11-22,561,Bronze
CJ-11875,Carl Jackson,Corporate,16.52,1,2017-12-30,2017-12-30,0,Bronze
RS-19870,Roy Skaria,Home Office,22.328,2,2017-06-07,2018-12-11,552,Bronze
SC-20845,Sung Chung,Consumer,14.112,1,2017-11-11,2017-11-11,0,Bronze
RE-19405,Ricardo Emerson,Consumer,48.36,1,2015-12-29,2015-12-29,0,Bronze
SM-20905,Susan MacKendrick,Consumer,1043.041,1,2017-05-03,2017-05-03,0,Bronze
